entidad,relacion,objetos,context_line
Sebastián_Terán,ocupacion,Badmintonista,Sebastián_Terán se desempeña como Badmintonista
Sebastián_Uriza,ocupacion,Politico,Sebastián_Uriza se desempeña como Politico
Segundo_Navarrete,ocupacion,Ciclista,Segundo_Navarrete se desempeña como Ciclista
Selvin_Castellanos,ocupacion,Futbolista,Selvin_Castellanos se desempeña como Futbolista
Selvin_Laínez,ocupacion,Politico,Selvin_Laínez se desempeña como Politico
Selvin_Zelaya,ocupacion,Futbolista,Selvin_Zelaya se desempeña como Futbolista
Selvyn_Ponciano,ocupacion,Futbolista,Selvyn_Ponciano se desempeña como Futbolista
Senel_Paz,ocupacion,Guionista,Senel_Paz se desempeña como Guionista
Serafina_Núñez,ocupacion,Escritor,Serafina_Núñez se desempeña como Escritor
Serafín_Quiteño,ocupacion,Poeta,Serafín_Quiteño se desempeña como Poeta
Serapio_Calderón,ocupacion,Profesor_Universitario,Serapio_Calderón se desempeña como Profesor_Universitario
Serapio_Cruz,ocupacion,Condottiero,Serapio_Cruz se desempeña como Condottiero
Serapio_Romero,ocupacion,Politico,Serapio_Romero se desempeña como Politico
Sergia_Galván,ocupacion,Politico,Sergia_Galván se desempeña como Politico
Sergio_Aquino,ocupacion,Entrenador,Sergio_Aquino se desempeña como Entrenador
Sergio_Azurdia,ocupacion,Futbolista,Sergio_Azurdia se desempeña como Futbolista
Sergio_Bagú,ocupacion,Historiador,Sergio_Bagú se desempeña como Historiador
Sergio_Bambarén,ocupacion,Novelista,Sergio_Bambarén se desempeña como Novelista
Sergio_Batista,ocupacion,Entrenador,Sergio_Batista se desempeña como Entrenador
Sergio_Bitar,ocupacion,Politico,Sergio_Bitar se desempeña como Politico
Sergio_Fajardo,ocupacion,Politico,Sergio_Fajardo se desempeña como Politico
Sergio_Goycochea,ocupacion,Futbolista,Sergio_Goycochea se desempeña como Futbolista
Sergio_Guevara,ocupacion,Futbolista,Sergio_Guevara se desempeña como Futbolista
Sergio_Henao,ocupacion,Ciclista,Sergio_Henao se desempeña como Ciclista
Sergio_Hernández,ocupacion,Cantante,Sergio_Hernández se desempeña como Cantante
Sergio_Livingstone,ocupacion,Futbolista,Sergio_Livingstone se desempeña como Futbolista
Sergio_Méndez,ocupacion,Futbolista,Sergio_Méndez se desempeña como Futbolista
Sergio_Nichiporuk,ocupacion,Futbolista,Sergio_Nichiporuk se desempeña como Futbolista
Sergio_Ramírez,ocupacion,Abogado,Sergio_Ramírez se desempeña como Abogado
Sergio_Romero,ocupacion,Futbolista,Sergio_Romero se desempeña como Futbolista
Sergio_Salazar,ocupacion,Futbolista,Sergio_Salazar se desempeña como Futbolista
Sergio_Salgado,ocupacion,Futbolista,Sergio_Salgado se desempeña como Futbolista
Sergio_Tischler,ocupacion,Sociologo,Sergio_Tischler se desempeña como Sociologo
Sergio_Trujillo,ocupacion,Futbolista,Sergio_Trujillo se desempeña como Futbolista
Sergio_Vargas,ocupacion,Politico,Sergio_Vargas se desempeña como Politico
Sergio_Vergara,ocupacion,Entrenador,Sergio_Vergara se desempeña como Entrenador
Sergio_Vodanovic,ocupacion,Dramaturgo,Sergio_Vodanovic se desempeña como Dramaturgo
Sergio_Vélez,ocupacion,Poeta,Sergio_Vélez se desempeña como Poeta
Sergio_Órteman,ocupacion,Futbolista,Sergio_Órteman se desempeña como Futbolista
Servio_Severino,ocupacion,Luchador,Servio_Severino se desempeña como Luchador
Seth_Meyers,ocupacion,Guionista,Seth_Meyers se desempeña como Guionista
Severo_Sarduy,ocupacion,Periodista,Severo_Sarduy se desempeña como Periodista
Shafrira_Goldwasser,ocupacion,Ingeniero,Shafrira_Goldwasser se desempeña como Ingeniero
Shakira,ocupacion,Actor,Shakira se desempeña como Actor
Shanelly_Treminio,ocupacion,Futbolista,Shanelly_Treminio se desempeña como Futbolista
Sharlene,ocupacion,Actor,Sharlene se desempeña como Actor
Sharon_Amador,ocupacion,Modelo_Artistico,Sharon_Amador se desempeña como Modelo_Artistico
Shawn_Martin,ocupacion,Futbolista,Shawn_Martin se desempeña como Futbolista
Sheila_Greibach,ocupacion,Informatico_Teorico,Sheila_Greibach se desempeña como Informatico_Teorico
Sheldry_Sáez,ocupacion,Modelo,Sheldry_Sáez se desempeña como Modelo
Sheynnis_Palacios,ocupacion,Periodista,Sheynnis_Palacios se desempeña como Periodista
Shirley_Rivera,ocupacion,Politico,Shirley_Rivera se desempeña como Politico
Sidarka_Núñez,ocupacion,Voleibolista,Sidarka_Núñez se desempeña como Voleibolista
Sigrid_Alegría,ocupacion,Actor,Sigrid_Alegría se desempeña como Actor
Silvestre_Dangond,ocupacion,Cantante,Silvestre_Dangond se desempeña como Cantante
Silvestre_Revueltas,ocupacion,Compositor,Silvestre_Revueltas se desempeña como Compositor
Silvestre_Selva,ocupacion,Politico,Silvestre_Selva se desempeña como Politico
Silvia_Artola,ocupacion,Halterofilo,Silvia_Artola se desempeña como Halterofilo
Silvia_Ayala,ocupacion,Abogado,Silvia_Ayala se desempeña como Abogado
Silvia_Buendía,ocupacion,Abogado,Silvia_Buendía se desempeña como Abogado
Silvia_Chivás,ocupacion,Velocista,Silvia_Chivás se desempeña como Velocista
Silvia_Costa,ocupacion,Atleta,Silvia_Costa se desempeña como Atleta
Silvia_Jiménez,ocupacion,Badmintonista,Silvia_Jiménez se desempeña como Badmintonista
Silvia_Valdés,ocupacion,Abogado,Silvia_Valdés se desempeña como Abogado
Silvio_Aquino,ocupacion,Futbolista,Silvio_Aquino se desempeña como Futbolista
Silvio_Caiozzi,ocupacion,Guionista,Silvio_Caiozzi se desempeña como Guionista
Silvio_Conrado,ocupacion,Economista,Silvio_Conrado se desempeña como Economista
Silvio_Fernández,ocupacion,Esgrimista,Silvio_Fernández se desempeña como Esgrimista
Silvio_Garay,ocupacion,Futbolista,Silvio_Garay se desempeña como Futbolista
Silvio_Rodríguez,ocupacion,Poeta,Silvio_Rodríguez se desempeña como Poeta
Silvio_Suárez,ocupacion,Futbolista,Silvio_Suárez se desempeña como Futbolista
Silvio_Torales,ocupacion,Entrenador,Silvio_Torales se desempeña como Entrenador
Simón_Pesutic,ocupacion,Actor,Simón_Pesutic se desempeña como Actor
Simón_Urbina,ocupacion,Compositor,Simón_Urbina se desempeña como Compositor
Sira_Escudero,ocupacion,Baloncestista,Sira_Escudero se desempeña como Baloncestista
Sixto_Betancourt,ocupacion,Futbolista,Sixto_Betancourt se desempeña como Futbolista
Sixto_Vizuete,ocupacion,Entrenador,Sixto_Vizuete se desempeña como Entrenador
Sofia_Venegas,ocupacion,Ciclista,Sofia_Venegas se desempeña como Ciclista
Sofía_Montenegro,ocupacion,Periodista,Sofía_Montenegro se desempeña como Periodista
Sofía_Santim,ocupacion,Escritor,Sofía_Santim se desempeña como Escritor
Sofía_Ugarriza,ocupacion,Balonmanista,Sofía_Ugarriza se desempeña como Balonmanista
Sohvi_Rodriguez,ocupacion,Actor,Sohvi_Rodriguez se desempeña como Actor
Sol_Carballo,ocupacion,Actor,Sol_Carballo se desempeña como Actor
Sol_Ocampo,ocupacion,Baloncestista,Sol_Ocampo se desempeña como Baloncestista
Solano_Benítez,ocupacion,Arquitecto,Solano_Benítez se desempeña como Arquitecto
Soledad_Alvear,ocupacion,Abogado,Soledad_Alvear se desempeña como Abogado
Soledad_Buendía,ocupacion,Politico,Soledad_Buendía se desempeña como Politico
Soledad_Núñez,ocupacion,Politico,Soledad_Núñez se desempeña como Politico
Soledad_Álvarez,ocupacion,Escritor,Soledad_Álvarez se desempeña como Escritor
Solón_Argüello,ocupacion,Poeta,Solón_Argüello se desempeña como Poeta
Sonia_Cruz,ocupacion,Modelo,Sonia_Cruz se desempeña como Modelo
Sonia_Ferrín,ocupacion,Futbolista,Sonia_Ferrín se desempeña como Futbolista
Sonia_Olmedo,ocupacion,Ciclista,Sonia_Olmedo se desempeña como Ciclista
Sonia_Silvestre,ocupacion,Actor,Sonia_Silvestre se desempeña como Actor
Sonya_Smith,ocupacion,Actor,Sonya_Smith se desempeña como Actor
Soraya,ocupacion,Cantante,Soraya se desempeña como Cantante
Stalin_Quiterio,ocupacion,Ciclista,Stalin_Quiterio se desempeña como Ciclista
Stalin_Rivas,ocupacion,Entrenador,Stalin_Rivas se desempeña como Entrenador
Stan_Coveleski,ocupacion,Beisbolista,Stan_Coveleski se desempeña como Beisbolista
Stanley_Boggs,ocupacion,Arqueologo,Stanley_Boggs se desempeña como Arqueologo
Stanley_Kubrick,ocupacion,Guionista,Stanley_Kubrick se desempeña como Guionista
Stanley_Salazar,ocupacion,Herpetologo,Stanley_Salazar se desempeña como Herpetologo
Starlin_Castro,ocupacion,Beisbolista,Starlin_Castro se desempeña como Beisbolista
Stefano_Magnasco,ocupacion,Futbolista,Stefano_Magnasco se desempeña como Futbolista
Stefanía_Fernández,ocupacion,Periodista,Stefanía_Fernández se desempeña como Periodista
Stella_Atkins,ocupacion,Ingeniero,Stella_Atkins se desempeña como Ingeniero
Stella_Sierra,ocupacion,Escritor,Stella_Sierra se desempeña como Escritor
Stephan_Vysokolan,ocupacion,Oficial_Militar,Stephan_Vysokolan se desempeña como Oficial_Militar
Stephanie_Kwolek,ocupacion,Quimico,Stephanie_Kwolek se desempeña como Quimico
Stephany_Contreras,ocupacion,Ciclista,Stephany_Contreras se desempeña como Ciclista
Steve_Purdy,ocupacion,Futbolista,Steve_Purdy se desempeña como Futbolista
Steven_Bauer,ocupacion,Actor,Steven_Bauer se desempeña como Actor
Steven_Bryce,ocupacion,Futbolista,Steven_Bryce se desempeña como Futbolista
Stuart_Gray,ocupacion,Baloncestista,Stuart_Gray se desempeña como Baloncestista
Surie_Rivera,ocupacion,Baloncestista,Surie_Rivera se desempeña como Baloncestista
Susan_Gerhart,ocupacion,Informatico_Teorico,Susan_Gerhart se desempeña como Informatico_Teorico
Susan_Moore,ocupacion,Pintor,Susan_Moore se desempeña como Pintor
Susana_Baca,ocupacion,Compositor,Susana_Baca se desempeña como Compositor
Susana_Higuchi,ocupacion,Politico,Susana_Higuchi se desempeña como Politico
Susano_Polanco,ocupacion,Cantante,Susano_Polanco se desempeña como Cantante
Sylvia_Poll,ocupacion,Diplomatico,Sylvia_Poll se desempeña como Diplomatico
Takeshi_Fujiwara,ocupacion,Velocista,Takeshi_Fujiwara se desempeña como Velocista
Taliana_Vargas,ocupacion,Actor,Taliana_Vargas se desempeña como Actor
Tamara_Bunke,ocupacion,Militar,Tamara_Bunke se desempeña como Militar
Tania_Libertad,ocupacion,Cantante,Tania_Libertad se desempeña como Cantante
Tania_Medina,ocupacion,Escritor,Tania_Medina se desempeña como Escritor
Tania_Morales,ocupacion,Futbolista,Tania_Morales se desempeña como Futbolista
Tania_Pleitez,ocupacion,Academico,Tania_Pleitez se desempeña como Academico
Taniusha_Mollet,ocupacion,Actor,Taniusha_Mollet se desempeña como Actor
Tanya_Zea,ocupacion,Compositor,Tanya_Zea se desempeña como Compositor
Tarek_Carranza,ocupacion,Futbolista,Tarek_Carranza se desempeña como Futbolista
Tatiana_Capote,ocupacion,Actor,Tatiana_Capote se desempeña como Actor
Tatiana_Franco,ocupacion,Balonmanista,Tatiana_Franco se desempeña como Balonmanista
Telésforo_Ramos,ocupacion,Politico,Telésforo_Ramos se desempeña como Politico
Teodora_Vázquez,ocupacion,Militante,Teodora_Vázquez se desempeña como Militante
Teodoro_Palacios,ocupacion,Atleta,Teodoro_Palacios se desempeña como Atleta
Teodoro_Ribera,ocupacion,Abogado,Teodoro_Ribera se desempeña como Abogado
Teodosio_Carranza,ocupacion,Politico,Teodosio_Carranza se desempeña como Politico
Terencio_Sierra,ocupacion,Politico,Terencio_Sierra se desempeña como Politico
Teresita_Collado,ocupacion,Atleta,Teresita_Collado se desempeña como Atleta
Terig_Tucci,ocupacion,Actor,Terig_Tucci se desempeña como Actor
Teófilo_Cubillas,ocupacion,Futbolista,Teófilo_Cubillas se desempeña como Futbolista
Teófilo_Enamorado,ocupacion,Politico,Teófilo_Enamorado se desempeña como Politico
Teófilo_Gutiérrez,ocupacion,Escritor,Teófilo_Gutiérrez se desempeña como Escritor
Teófilo_Tortolero,ocupacion,Poeta,Teófilo_Tortolero se desempeña como Poeta
Thelma_Estrin,ocupacion,Ingeniero,Thelma_Estrin se desempeña como Ingeniero
Thelma_Rodríguez,ocupacion,Modelo,Thelma_Rodríguez se desempeña como Modelo
Thirza_Ruiz,ocupacion,Botanico,Thirza_Ruiz se desempeña como Botanico
Thomas_Cochrane,ocupacion,Politico,Thomas_Cochrane se desempeña como Politico
Thomas_Jungbauer,ocupacion,Futbolista,Thomas_Jungbauer se desempeña como Futbolista
Tiberio_Godoy,ocupacion,Futbolista,Tiberio_Godoy se desempeña como Futbolista
Tilda_Thamar,ocupacion,Pintor,Tilda_Thamar se desempeña como Pintor
Tilson_Brito,ocupacion,Beisbolista,Tilson_Brito se desempeña como Beisbolista
Tino_García,ocupacion,Actor,Tino_García se desempeña como Actor
Tito_Asfura,ocupacion,Politico,Tito_Asfura se desempeña como Politico
Tito_Horford,ocupacion,Baloncestista,Tito_Horford se desempeña como Baloncestista
Tito_Vera,ocupacion,Futbolista,Tito_Vera se desempeña como Futbolista
Tjitte_Weistra,ocupacion,Badmintonista,Tjitte_Weistra se desempeña como Badmintonista
Tom_Araya,ocupacion,Cantante,Tom_Araya se desempeña como Cantante
Tom_Delonge,ocupacion,Actor,Tom_Delonge se desempeña como Actor
Tomas_Peribonio,ocupacion,Nadador,Tomas_Peribonio se desempeña como Nadador
Tomás_Bartomeus,ocupacion,Entrenador,Tomás_Bartomeus se desempeña como Entrenador
Tomás_Gil,ocupacion,Director_Deportivo,Tomás_Gil se desempeña como Director_Deportivo
Tomás_Martínez,ocupacion,Politico,Tomás_Martínez se desempeña como Politico
Tomás_Milian,ocupacion,Guionista,Tomás_Milian se desempeña como Guionista
Tomás_Pineda,ocupacion,Futbolista,Tomás_Pineda se desempeña como Futbolista
Tomás_Regalado,ocupacion,Politico,Tomás_Regalado se desempeña como Politico
Tomás_Róchez,ocupacion,Futbolista,Tomás_Róchez se desempeña como Futbolista
Tomás_Valladares,ocupacion,Politico,Tomás_Valladares se desempeña como Politico
Tongo,ocupacion,Animador,Tongo se desempeña como Animador
Tonka_Tomicic,ocupacion,Modelo,Tonka_Tomicic se desempeña como Modelo
Tony_Cortés,ocupacion,Actor,Tony_Cortés se desempeña como Actor
Tony_Ewing,ocupacion,Medico,Tony_Ewing se desempeña como Medico
Tony_Fernández,ocupacion,Beisbolista,Tony_Fernández se desempeña como Beisbolista
Tony_Taylor,ocupacion,Futbolista,Tony_Taylor se desempeña como Futbolista
Toribio_Aguilera,ocupacion,Politico,Toribio_Aguilera se desempeña como Politico
Toribio_Terán,ocupacion,Politico,Toribio_Terán se desempeña como Politico
Toño_Rosario,ocupacion,Cantante,Toño_Rosario se desempeña como Cantante
Toño_Salazar,ocupacion,Diplomatico,Toño_Salazar se desempeña como Diplomatico
Trey_Hardee,ocupacion,Atleta,Trey_Hardee se desempeña como Atleta
Tristán_Solarte,ocupacion,Escritor,Tristán_Solarte se desempeña como Escritor
Troian_Bellisario,ocupacion,Guionista,Troian_Bellisario se desempeña como Guionista
Trude_Sojka,ocupacion,Pintor,Trude_Sojka se desempeña como Pintor
Tránsito_Amaguaña,ocupacion,Activista_Politico,Tránsito_Amaguaña se desempeña como Activista_Politico
Tránsito_Montepeque,ocupacion,Futbolista,Tránsito_Montepeque se desempeña como Futbolista
Tulio_Demicheli,ocupacion,Guionista,Tulio_Demicheli se desempeña como Guionista
Tulio_Quirós,ocupacion,Futbolista,Tulio_Quirós se desempeña como Futbolista
Tulio_Quiñones,ocupacion,Futbolista,Tulio_Quiñones se desempeña como Futbolista
Turichiquí,ocupacion,Politico,Turichiquí se desempeña como Politico
Tyler_Christianson,ocupacion,Nadador,Tyler_Christianson se desempeña como Nadador
Ubaldo_Jiménez,ocupacion,Beisbolista,Ubaldo_Jiménez se desempeña como Beisbolista
Ulises_Espaillat,ocupacion,Politico,Ulises_Espaillat se desempeña como Politico
Ulises_Heureaux,ocupacion,Militar,Ulises_Heureaux se desempeña como Militar
Ulises_Poirier,ocupacion,Futbolista,Ulises_Poirier se desempeña como Futbolista
Ulises_Segura,ocupacion,Futbolista,Ulises_Segura se desempeña como Futbolista
Ultiminio_Ramos,ocupacion,Boxeador,Ultiminio_Ramos se desempeña como Boxeador
Urban_Meyer,ocupacion,Entrenador,Urban_Meyer se desempeña como Entrenador
Uriah_Ashley,ocupacion,Sacerdote_Catolico,Uriah_Ashley se desempeña como Sacerdote_Catolico
Uwaldo_Pérez,ocupacion,Futbolista,Uwaldo_Pérez se desempeña como Futbolista
Valentina_Vargas,ocupacion,Actor,Valentina_Vargas se desempeña como Actor
Valentín_Estrada,ocupacion,Escultor,Valentín_Estrada se desempeña como Escultor
Valentín_Letelier,ocupacion,Politico,Valentín_Letelier se desempeña como Politico
Valentín_Paniagua,ocupacion,Abogado,Valentín_Paniagua se desempeña como Abogado
Valeria_Gonzalez,ocupacion,Baloncestista,Valeria_Gonzalez se desempeña como Baloncestista
Valeria_Rivero,ocupacion,Badmintonista,Valeria_Rivero se desempeña como Badmintonista
Valeria_Silva,ocupacion,Nadador,Valeria_Silva se desempeña como Nadador
Valeriano_López,ocupacion,Futbolista,Valeriano_López se desempeña como Futbolista
Valeriu_Marcu,ocupacion,Escritor,Valeriu_Marcu se desempeña como Escritor
Valeska_Sandoval,ocupacion,Estudiante,Valeska_Sandoval se desempeña como Estudiante
Vanessa_Aguilar,ocupacion,Baloncestista,Vanessa_Aguilar se desempeña como Baloncestista
Vanessa_Jerí,ocupacion,Actor,Vanessa_Jerí se desempeña como Actor
Vanessa_Núñez,ocupacion,Escritor,Vanessa_Núñez se desempeña como Escritor
Vanessa_Pose,ocupacion,Actor,Vanessa_Pose se desempeña como Actor
Venus_Williams,ocupacion,Escritor,Venus_Williams se desempeña como Escritor
Verónica_Colindres,ocupacion,Atleta,Verónica_Colindres se desempeña como Atleta
Verónica_Mendoza,ocupacion,Yudoca,Verónica_Mendoza se desempeña como Yudoca
Verónica_Rivas,ocupacion,Tirador,Verónica_Rivas se desempeña como Tirador
Vicar,ocupacion,Historietista,Vicar se desempeña como Historietista
Viccky_Gutierrez,ocupacion,Activista,Viccky_Gutierrez se desempeña como Activista
Vicenta_Jerónimo,ocupacion,Politico,Vicenta_Jerónimo se desempeña como Politico
Vicente_Acosta,ocupacion,Poeta,Vicente_Acosta se desempeña como Poeta
Vicente_Fernández,ocupacion,Actor,Vicente_Fernández se desempeña como Actor
Vicente_Gerbasi,ocupacion,Escritor,Vicente_Gerbasi se desempeña como Escritor
Vicente_Grisolía,ocupacion,Pianista,Vicente_Grisolía se desempeña como Pianista
Vicente_Gómez,ocupacion,Politico,Vicente_Gómez se desempeña como Politico
Vicente_López,ocupacion,Beisbolista,Vicente_López se desempeña como Beisbolista
Vicente_Melgar,ocupacion,Futbolista,Vicente_Melgar se desempeña como Futbolista
Vicente_Mosquera,ocupacion,Boxeador,Vicente_Mosquera se desempeña como Boxeador
Vicente_Paciello,ocupacion,Entrenador,Vicente_Paciello se desempeña como Entrenador
Vicente_Padilla,ocupacion,Beisbolista,Vicente_Padilla se desempeña como Beisbolista
Vicente_Rocafuerte,ocupacion,Escritor,Vicente_Rocafuerte se desempeña como Escritor
Vicente_Taiano,ocupacion,Abogado,Vicente_Taiano se desempeña como Abogado
Vicente_Zarazúa,ocupacion,Tenista,Vicente_Zarazúa se desempeña como Tenista
Vicky_Dávila,ocupacion,Escritor,Vicky_Dávila se desempeña como Escritor
Vicky_Peláez,ocupacion,Periodista,Vicky_Peláez se desempeña como Periodista
Victor_Aquino,ocupacion,Baloncestista,Victor_Aquino se desempeña como Baloncestista
Victor_Bernal,ocupacion,Politico,Victor_Bernal se desempeña como Politico
Victor_Caballero,ocupacion,Tenista,Victor_Caballero se desempeña como Tenista
